followers_count,verified,retweet_count,mention_count,bio_length,has_location,label,platform
6,0.0,5,7,35,0,1,twitter
23801,0.0,4322,1980,292,1,0,twitter
192,0.0,12,1,21,0,1,twitter
196,0.0,14,4,24,1,1,twitter
21467,0.0,484,1571,391,1,0,twitter
115,0.0,7,10,24,0,1,twitter
10,0.0,20,12,30,0,1,twitter
16081,0.0,4237,668,385,1,0,twitter
7296,1.0,368,42,125,1,0,twitter
25628,1.0,279,75,194,1,0,twitter
6703,0.0,1024,1043,281,1,0,twitter
28982,0.0,644,981,89,1,0,twitter
40926,0.0,3503,946,339,1,0,twitter
47045,1.0,2174,1623,410,1,0,twitter
66,0.0,4,12,25,1,1,twitter
180,0.0,23,5,37,0,1,twitter
18171,1.0,1518,815,479,1,0,twitter
24120,0.0,2946,301,96,1,0,twitter
93,0.0,25,16,27,0,1,twitter
87,0.0,2,15,37,0,1,twitter
3675,0.0,1068,722,167,0,0,twitter
17401,0.0,4581,1565,453,1,0,twitter
8946,0.0,4055,1341,407,0,0,twitter
113,0.0,27,18,6,0,1,twitter
41247,0.0,523,1275,394,1,0,twitter
5948,0.0,3272,611,303,1,0,twitter
16991,0.0,620,1010,492,1,0,twitter
37321,0.0,1623,1554,444,0,0,twitter
13609,0.0,1207,945,308,0,0,twitter
82,0.0,19,4,13,0,1,twitter
187,0.0,9,11,25,0,1,twitter
140,0.0,17,13,24,0,1,twitter
143,0.0,17,10,28,0,1,twitter
18761,1.0,4159,794,90,1,0,twitter
40863,0.0,3080,691,310,1,0,twitter
12806,0.0,1679,581,116,0,0,twitter
79,0.0,15,16,30,1,1,twitter
35458,1.0,2295,1390,165,1,0,twitter
123,0.0,29,0,32,0,1,twitter
25,0.0,10,16,23,0,1,twitter
107,0.0,20,12,14,0,1,twitter
126,0.0,23,3,25,0,1,twitter
167,0.0,3,16,6,0,1,twitter
40,0.0,5,14,19,0,1,twitter
23877,1.0,1651,505,165,0,0,twitter
48106,0.0,3456,1629,215,1,0,twitter
14749,0.0,2547,1525,384,1,0,twitter
18598,0.0,4025,297,351,1,0,twitter
58,0.0,1,12,1,1,1,twitter
34594,0.0,446,722,474,1,0,twitter
23287,0.0,272,1576,312,1,0,twitter
149,0.0,0,7,31,0,1,twitter
121,0.0,22,7,32,0,1,twitter
60,0.0,8,1,13,0,1,twitter
146,0.0,21,4,25,0,1,twitter
38,0.0,26,12,6,0,1,twitter
20510,0.0,1618,70,249,1,0,twitter
31,0.0,21,2,21,0,1,twitter
96,0.0,29,13,10,0,1,twitter
7867,0.0,4146,46,404,1,0,twitter
11477,0.0,603,596,239,0,0,twitter
24116,1.0,2519,291,430,0,0,twitter
19573,0.0,1811,464,228,1,0,twitter
26719,0.0,169,233,488,0,0,twitter
42,0.0,14,7,38,0,1,twitter
5954,0.0,4277,286,422,1,0,twitter
21002,0.0,1734,1395,106,1,0,twitter
64,0.0,22,13,16,0,1,twitter
29424,1.0,309,150,407,1,0,twitter
29156,0.0,1769,1590,320,1,0,twitter
165,0.0,12,6,12,1,1,twitter
23,0.0,22,10,3,0,1,twitter
3386,1.0,3785,993,196,1,0,twitter
34,0.0,12,10,17,0,1,twitter
18813,0.0,162,394,186,1,0,twitter
25,0.0,15,7,11,0,1,twitter
37288,1.0,976,1213,463,0,0,twitter
42647,0.0,3216,115,369,1,0,twitter
28063,0.0,4773,1665,93,1,0,twitter
190,0.0,8,12,17,0,1,twitter
40667,0.0,1123,1797,279,1,0,twitter
35282,0.0,1528,1017,301,1,0,twitter
19565,0.0,2491,1833,464,1,0,twitter
77,0.0,11,17,9,1,1,twitter
42009,0.0,1370,631,140,1,0,twitter
14957,0.0,3383,1420,475,0,0,twitter
16869,0.0,4353,229,195,1,0,twitter
112,0.0,25,12,23,0,1,twitter
21657,0.0,3053,749,360,1,0,twitter
49,0.0,19,16,36,1,1,twitter
35454,0.0,1860,116,112,1,0,twitter
145,0.0,23,3,2,0,1,twitter
37578,0.0,3598,1424,130,1,0,twitter
3023,0.0,901,1477,269,1,0,twitter
125,0.0,18,19,20,0,1,twitter
149,0.0,5,8,1,0,1,twitter
11054,1.0,625,278,429,1,0,twitter
55,0.0,4,14,9,0,1,twitter
192,0.0,29,10,8,1,1,twitter
123,0.0,9,18,36,0,1,twitter
10,0.0,24,12,13,0,1,twitter
174,0.0,12,14,34,0,1,twitter
28612,1.0,1774,1745,175,1,0,twitter
26274,0.0,2177,25,173,1,0,twitter
8,0.0,1,3,38,0,1,twitter
88,0.0,20,4,6,0,1,twitter
20671,1.0,669,1783,136,1,0,twitter
13994,0.0,4547,393,160,1,0,twitter
151,0.0,17,1,11,0,1,twitter
138,0.0,13,7,37,1,1,twitter
33789,0.0,3470,559,364,1,0,twitter
29783,0.0,198,1172,259,1,0,twitter
47185,0.0,4821,500,378,1,0,twitter
135,0.0,21,5,17,0,1,twitter
26354,0.0,3522,206,387,1,0,twitter
35447,0.0,4481,107,357,0,0,twitter
26318,0.0,1493,1666,157,1,0,twitter
30265,0.0,4389,1712,160,1,0,twitter
10312,1.0,4643,1577,148,1,0,twitter
1301,0.0,4954,1327,256,1,0,twitter
182,0.0,12,12,15,0,1,twitter
156,0.0,0,7,23,0,1,twitter
8006,0.0,843,1509,433,1,0,twitter
27,0.0,22,11,17,0,1,twitter
147,0.0,18,15,35,0,1,twitter
0,0.0,2,3,21,0,1,twitter
83,0.0,12,16,26,0,1,twitter
93,0.0,13,9,34,0,1,twitter
4576,0.0,4754,1701,174,1,0,twitter
119,0.0,22,11,13,0,1,twitter
23986,1.0,4790,646,298,1,0,twitter
20820,0.0,2331,1693,492,1,0,twitter
26,0.0,26,16,29,0,1,twitter
31323,1.0,2439,1998,185,1,0,twitter
22357,1.0,2748,914,224,0,0,twitter
190,0.0,0,10,7,1,1,twitter
6690,0.0,2646,1715,91,1,0,twitter
42471,0.0,353,1604,302,1,0,twitter
181,0.0,1,2,36,1,1,twitter
16565,0.0,3117,1367,439,1,0,twitter
28412,0.0,1417,1395,449,1,0,twitter
39,0.0,7,6,1,0,1,twitter
124,0.0,15,19,20,0,1,twitter
37,0.0,0,17,32,0,1,twitter
19574,0.0,4157,475,318,0,0,twitter
190,0.0,0,8,19,0,1,twitter
175,0.0,21,17,37,0,1,twitter
39632,0.0,341,353,119,1,0,twitter
5032,0.0,3310,900,345,1,0,twitter
188,0.0,23,19,38,0,1,twitter
16953,1.0,2067,559,355,1,0,twitter
99,0.0,3,3,19,1,1,twitter
557,1.0,2174,112,107,1,0,twitter
27149,1.0,807,467,215,1,0,twitter
21248,1.0,2324,473,271,1,0,twitter
16413,1.0,611,41,472,1,0,twitter
9363,0.0,4680,65,166,1,0,twitter
33,0.0,29,7,16,0,1,twitter
33,0.0,10,1,29,1,1,twitter
29416,1.0,2506,1731,111,0,0,twitter
84,0.0,14,15,15,0,1,twitter
136,0.0,29,4,19,0,1,twitter
14,0.0,5,19,6,0,1,twitter
32421,1.0,3663,1304,310,1,0,twitter
70,0.0,13,8,18,0,1,twitter
33357,0.0,1680,1130,151,1,0,twitter
20,0.0,3,13,34,0,1,twitter
13,0.0,11,1,18,0,1,twitter
7,0.0,17,3,8,0,1,twitter
136,0.0,20,18,29,1,1,twitter
13556,0.0,4746,1499,407,0,0,twitter
22866,0.0,3624,1067,482,1,0,twitter
146,0.0,9,19,5,0,1,twitter
166,0.0,27,10,38,0,1,twitter
37621,1.0,352,900,224,0,0,twitter
145,0.0,27,9,28,0,1,twitter
35,0.0,24,11,5,0,1,twitter
41022,0.0,4126,1629,120,1,0,twitter
556,0.0,4489,1756,191,1,0,twitter
59,0.0,26,11,18,0,1,twitter
12788,0.0,1494,1257,335,1,0,twitter
129,0.0,20,7,23,1,1,twitter
160,0.0,10,16,10,0,1,twitter
29242,1.0,800,1220,257,1,0,twitter
36096,0.0,2657,1740,475,1,0,twitter
159,0.0,22,0,14,0,1,twitter
10733,1.0,4680,554,248,0,0,twitter
124,0.0,22,4,20,0,1,twitter
47148,1.0,4603,826,368,0,0,twitter
38789,0.0,4345,894,227,1,0,twitter
96,0.0,18,12,2,0,1,twitter
156,0.0,23,7,10,0,1,twitter
141,0.0,7,16,12,0,1,twitter
108,0.0,12,11,19,0,1,twitter
24895,0.0,2424,753,127,1,0,twitter
3411,0.0,2865,27,174,0,0,twitter
17479,0.0,2392,799,93,1,0,twitter
54,0.0,25,19,3,0,1,twitter
86,0.0,15,16,19,0,1,twitter
123,0.0,6,4,16,0,1,twitter
16,0.0,2,12,22,0,1,twitter
165,0.0,15,4,7,0,1,twitter
13678,0.0,1272,698,181,1,0,twitter
6807,1.0,1700,1234,151,0,0,twitter
115,0.0,17,12,31,1,1,twitter
4379,0.0,3042,1766,493,1,0,twitter
111,0.0,18,0,25,0,1,twitter
33940,0.0,452,1491,221,1,0,twitter
25,0.0,11,11,27,0,1,twitter
136,0.0,28,16,19,0,1,twitter
7730,0.0,170,1133,93,1,0,twitter
51,0.0,3,8,35,1,1,twitter
20251,0.0,1051,681,312,1,0,twitter
39546,0.0,2436,1951,313,1,0,twitter
25444,0.0,625,272,196,1,0,twitter
20,0.0,26,18,2,0,1,twitter
185,0.0,3,11,31,0,1,twitter
16,0.0,29,4,17,1,1,twitter
39992,0.0,253,1817,457,1,0,twitter
47305,0.0,517,47,267,0,0,twitter
89,0.0,14,10,12,0,1,twitter
11523,0.0,4884,561,444,1,0,twitter
43,0.0,19,7,17,0,1,twitter
173,0.0,24,14,1,0,1,twitter
33861,0.0,3036,34,177,1,0,twitter
125,0.0,26,18,18,0,1,twitter
87,0.0,10,2,39,1,1,twitter
131,0.0,28,0,34,0,1,twitter
2408,0.0,3942,1147,422,1,0,twitter
24074,1.0,3364,1404,295,0,0,twitter
46,0.0,13,0,25,0,1,twitter
11960,0.0,3960,606,273,1,0,twitter
122,0.0,21,1,26,0,1,twitter
48614,0.0,3818,1308,370,1,0,twitter
40079,0.0,1434,1170,343,1,0,twitter
25374,0.0,2116,1339,441,1,0,twitter
2169,0.0,3940,1774,92,1,0,twitter
110,0.0,21,11,30,0,1,twitter
60,0.0,15,7,12,0,1,twitter
11466,0.0,4734,1175,115,1,0,twitter
173,0.0,16,13,29,0,1,twitter
16605,0.0,569,596,144,1,0,twitter
48453,0.0,3071,1718,263,1,0,twitter
134,0.0,7,3,6,0,1,twitter
170,0.0,10,3,31,0,1,twitter
155,0.0,15,13,11,1,1,twitter
26,0.0,0,10,35,0,1,twitter
79,0.0,13,1,24,0,1,twitter
112,0.0,25,19,23,0,1,twitter
30854,0.0,2702,1700,235,0,0,twitter
130,0.0,4,4,24,1,1,twitter
189,0.0,28,13,9,1,1,twitter
39659,1.0,4473,1464,250,1,0,twitter
38226,0.0,2689,543,302,1,0,twitter
14265,0.0,2447,507,436,1,0,twitter
59,0.0,25,16,16,0,1,twitter
126,0.0,5,15,1,0,1,twitter
20,0.0,0,1,1,0,1,twitter
21558,1.0,3088,1644,283,1,0,twitter
36610,0.0,4296,1186,208,1,0,twitter
19188,1.0,1563,1022,222,0,0,twitter
170,0.0,4,9,19,0,1,twitter
183,0.0,8,16,23,1,1,twitter
107,0.0,1,1,17,0,1,twitter
8708,0.0,1319,1431,365,1,0,twitter
18816,1.0,2114,460,384,1,0,twitter
33143,0.0,2859,1370,199,1,0,twitter
48675,1.0,226,864,207,1,0,twitter
66,0.0,28,16,2,0,1,twitter
36239,1.0,2589,1007,223,1,0,twitter
196,0.0,6,13,38,0,1,twitter
35135,0.0,342,1134,396,0,0,twitter
182,0.0,23,4,8,0,1,twitter
6871,0.0,1635,160,363,1,0,twitter
50,0.0,17,0,4,0,1,twitter
195,0.0,28,7,32,0,1,twitter
198,0.0,25,18,37,0,1,twitter
42273,1.0,4043,590,279,0,0,twitter
139,0.0,27,14,15,0,1,twitter
178,0.0,15,10,39,0,1,twitter
37476,0.0,283,1591,217,1,0,twitter
33477,1.0,2843,1277,440,0,0,twitter
21107,0.0,2212,209,179,0,0,twitter
44,0.0,26,11,14,0,1,twitter
5835,0.0,3850,360,337,1,0,twitter
113,0.0,28,8,13,0,1,twitter
40799,0.0,4789,1280,152,1,0,twitter
6700,0.0,3628,201,497,1,0,twitter
47046,0.0,1564,557,153,1,0,twitter
22898,0.0,3663,1979,120,1,0,twitter
40279,0.0,279,1074,332,0,0,twitter
175,0.0,5,14,7,0,1,twitter
10354,0.0,133,632,147,1,0,twitter
34,0.0,2,0,7,0,1,twitter
32868,1.0,3735,924,244,1,0,twitter
42230,0.0,3349,71,346,0,0,twitter
47795,0.0,786,753,444,1,0,twitter
19,0.0,1,7,36,0,1,twitter
86,0.0,24,19,5,0,1,twitter
9,0.0,13,7,32,0,1,twitter
22572,1.0,4648,1208,349,1,0,twitter
100,0.0,20,3,20,0,1,twitter
47122,1.0,1014,281,456,1,0,twitter
75,0.0,2,7,8,0,1,twitter
94,0.0,7,18,11,0,1,twitter
32,0.0,7,13,30,1,1,twitter
148,0.0,2,19,30,0,1,twitter
19972,0.0,659,510,277,1,0,twitter
80,0.0,2,14,31,0,1,twitter
32203,1.0,4145,1618,244,1,0,twitter
184,0.0,22,4,36,0,1,twitter
42787,1.0,4574,1075,371,1,0,twitter
2771,0.0,4885,1122,415,1,0,twitter
75,0.0,19,10,12,0,1,twitter
76,0.0,9,19,24,1,1,twitter
23263,0.0,2588,451,126,0,0,twitter
35350,0.0,511,465,175,0,0,twitter
28795,1.0,4417,481,289,1,0,twitter
56,0.0,21,17,0,0,1,twitter
2625,1.0,877,982,419,1,0,twitter
96,0.0,1,2,36,0,1,twitter
17076,1.0,4918,299,496,1,0,twitter
94,0.0,17,15,29,0,1,twitter
60,0.0,9,7,12,0,1,twitter
190,0.0,29,2,30,0,1,twitter
16988,0.0,2511,1032,389,1,0,twitter
11804,0.0,3134,1041,221,1,0,twitter
33315,0.0,1939,257,284,1,0,twitter
66,0.0,20,0,9,0,1,twitter
31335,1.0,1429,229,380,1,0,twitter
21587,0.0,3833,1605,336,1,0,twitter
160,0.0,0,10,20,0,1,twitter
37708,0.0,1436,1725,295,1,0,twitter
41471,0.0,843,1754,301,1,0,twitter
40608,1.0,1787,1173,232,0,0,twitter
21219,0.0,888,84,128,1,0,twitter
126,0.0,11,4,27,1,1,twitter
21405,0.0,2574,1663,405,1,0,twitter
188,0.0,12,6,34,0,1,twitter
78,0.0,1,10,30,0,1,twitter
176,0.0,12,15,29,0,1,twitter
80,0.0,6,15,5,0,1,twitter
39800,0.0,1119,974,237,0,0,twitter
162,0.0,16,7,23,0,1,twitter
13,0.0,12,14,25,0,1,twitter
93,0.0,24,0,1,0,1,twitter
196,0.0,15,0,5,0,1,twitter
19014,0.0,2029,1185,383,1,0,twitter
27545,1.0,1800,337,472,1,0,twitter
153,0.0,8,14,33,0,1,twitter
7640,0.0,2290,534,176,1,0,twitter
92,0.0,25,13,13,0,1,twitter
97,0.0,1,12,5,0,1,twitter
123,0.0,18,11,34,0,1,twitter
44635,0.0,2895,1090,245,1,0,twitter
44761,0.0,4597,343,464,1,0,twitter
146,0.0,2,10,4,0,1,twitter
37797,0.0,1876,617,129,1,0,twitter
9797,0.0,3053,1500,185,0,0,twitter
17546,1.0,2932,419,86,1,0,twitter
163,0.0,25,18,14,0,1,twitter
155,0.0,8,3,39,0,1,twitter
186,0.0,20,1,15,0,1,twitter
135,0.0,26,2,26,0,1,twitter
167,0.0,24,17,23,0,1,twitter
47719,0.0,54,1138,294,1,0,twitter
49151,0.0,2831,1865,282,1,0,twitter
25,0.0,7,2,23,1,1,twitter
44,0.0,5,11,18,0,1,twitter
35501,1.0,4604,255,256,0,0,twitter
34893,0.0,4284,1402,244,1,0,twitter
20061,0.0,3806,813,268,1,0,twitter
41943,0.0,872,1563,102,1,0,twitter
168,0.0,22,6,1,1,1,twitter
110,0.0,7,11,27,0,1,twitter
14394,1.0,4772,592,411,1,0,twitter
38211,0.0,1647,1796,183,1,0,twitter
45071,1.0,1079,1693,228,1,0,twitter
16637,0.0,1934,331,406,1,0,twitter
12238,0.0,1494,869,394,1,0,twitter
46,0.0,16,9,9,0,1,twitter
45,0.0,16,15,6,1,1,twitter
26241,1.0,2433,1658,81,1,0,twitter
178,0.0,23,5,1,0,1,twitter
10966,1.0,3887,1675,469,1,0,twitter
38544,1.0,53,1308,226,1,0,twitter
21962,0.0,1707,510,97,0,0,twitter
136,0.0,8,13,36,0,1,twitter
182,0.0,29,16,26,0,1,twitter
25353,0.0,2850,912,471,1,0,twitter
161,0.0,23,8,36,0,1,twitter
42232,1.0,3038,213,363,0,0,twitter
41709,0.0,824,970,358,0,0,twitter
77,0.0,6,10,18,0,1,twitter
71,0.0,3,5,37,0,1,twitter
107,0.0,28,10,15,0,1,twitter
38430,0.0,200,1523,186,1,0,twitter
52,0.0,9,10,30,1,1,twitter
154,0.0,28,5,7,0,1,twitter
5584,0.0,816,617,243,0,0,twitter
12198,0.0,2674,1559,375,1,0,twitter
33608,0.0,4622,270,83,0,0,twitter
16789,0.0,3621,715,88,0,0,twitter
27566,0.0,2624,577,144,1,0,twitter
20248,1.0,2487,1525,273,1,0,twitter
20,0.0,26,18,32,0,1,twitter
3833,0.0,2128,1368,498,1,0,twitter
152,0.0,1,8,20,0,1,twitter
71,0.0,7,17,21,1,1,twitter
132,0.0,18,12,6,0,1,twitter
38655,0.0,1325,886,171,1,0,twitter
6497,1.0,2149,888,496,1,0,twitter
22189,0.0,2095,1039,435,1,0,twitter
197,0.0,24,3,4,1,1,twitter
34,0.0,19,3,5,0,1,twitter
92,0.0,16,3,27,0,1,twitter
8820,0.0,4489,729,214,1,0,twitter
115,0.0,18,2,7,1,1,twitter
69,0.0,27,19,13,0,1,twitter
21,0.0,12,8,31,0,1,twitter
180,0.0,9,13,15,0,1,twitter
31,0.0,13,5,0,0,1,twitter
31876,0.0,202,1777,142,1,0,twitter
101,0.0,14,12,2,0,1,twitter
20378,0.0,62,352,450,1,0,twitter
33,0.0,4,0,28,0,1,twitter
123,0.0,21,15,34,0,1,twitter
9,0.0,28,4,35,0,1,twitter
2746,0.0,1480,1872,161,0,0,twitter
22056,0.0,965,1223,301,1,0,twitter
191,0.0,16,19,38,0,1,twitter
44,0.0,4,12,30,1,1,twitter
49086,1.0,3026,1311,492,1,0,twitter
82,0.0,11,18,30,0,1,twitter
14380,1.0,2882,477,98,1,0,twitter
43234,0.0,4155,792,341,1,0,twitter
61,0.0,16,2,34,0,1,twitter
37083,0.0,2846,1220,261,1,0,twitter
35653,1.0,2866,794,472,1,0,twitter
1468,0.0,356,1119,360,1,0,twitter
104,0.0,24,17,25,0,1,twitter
46,0.0,4,2,21,0,1,twitter
18,0.0,13,10,1,0,1,twitter
17,0.0,6,19,15,1,1,twitter
163,0.0,13,4,24,1,1,twitter
12152,0.0,3521,119,315,1,0,twitter
61,0.0,11,16,21,0,1,twitter
12295,0.0,2917,293,221,1,0,twitter
23002,0.0,312,819,192,0,0,twitter
30,0.0,6,9,15,0,1,twitter
48505,0.0,3523,700,302,1,0,twitter
78,0.0,18,8,18,1,1,twitter
50,0.0,15,14,39,0,1,twitter
170,0.0,16,9,34,0,1,twitter
59,0.0,26,8,24,0,1,twitter
76,0.0,23,2,2,1,1,twitter
47145,1.0,535,1078,278,1,0,twitter
196,0.0,2,7,24,0,1,twitter
12904,0.0,730,1715,377,1,0,twitter
30706,0.0,1761,1340,163,0,0,twitter
2032,1.0,2335,1859,405,1,0,twitter
21571,1.0,2047,1657,287,1,0,twitter
2,0.0,23,1,8,0,1,twitter
41,0.0,10,19,11,0,1,twitter
4156,0.0,3343,113,183,1,0,twitter
9390,0.0,1049,305,363,1,0,twitter
46430,0.0,1130,1069,319,1,0,twitter
146,0.0,13,16,26,1,1,twitter
180,0.0,2,4,4,1,1,twitter
9276,0.0,2201,952,146,1,0,twitter
18132,1.0,807,1892,418,1,0,twitter
38353,0.0,406,75,154,1,0,twitter
167,0.0,2,19,3,1,1,twitter
15879,1.0,3153,1117,260,1,0,twitter
45,0.0,7,4,14,0,1,twitter
23883,0.0,1362,191,248,1,0,twitter
72,0.0,5,1,10,0,1,twitter
181,0.0,23,18,0,1,1,twitter
47659,0.0,929,1743,107,0,0,twitter
16466,0.0,498,847,126,1,0,twitter
59,0.0,4,3,24,0,1,twitter
9026,0.0,2356,692,271,1,0,twitter
39122,0.0,3095,1876,460,1,0,twitter
96,0.0,11,3,35,1,1,twitter
3196,1.0,3597,677,390,1,0,twitter
136,0.0,12,14,35,0,1,twitter
158,0.0,23,8,28,1,1,twitter
30,0.0,21,12,33,1,1,twitter
48440,0.0,3398,66,322,1,0,twitter
27063,0.0,4377,987,458,1,0,twitter
140,0.0,26,8,35,1,1,twitter
40580,0.0,358,1297,282,0,0,twitter
1579,0.0,425,1075,364,1,0,twitter
2921,1.0,1150,1821,320,1,0,twitter
26815,1.0,4433,769,279,1,0,twitter
34576,0.0,1353,949,254,1,0,twitter
22,0.0,26,8,8,0,1,twitter
131,0.0,2,18,11,0,1,twitter
45770,1.0,2473,1631,465,1,0,twitter
14840,1.0,776,1922,486,1,0,twitter
26514,1.0,246,440,391,1,0,twitter
30268,1.0,595,348,99,0,0,twitter
38868,1.0,1414,1959,246,0,0,twitter
49,0.0,12,1,14,1,1,twitter
1358,0.0,3986,437,178,1,0,twitter
39882,0.0,2216,902,405,0,0,twitter
16905,0.0,2657,1922,202,1,0,twitter
96,0.0,12,3,18,1,1,twitter
140,0.0,11,1,18,0,1,twitter
39,0.0,1,17,4,1,1,twitter
27622,0.0,3060,1072,448,1,0,twitter
25674,1.0,2660,1107,373,0,0,twitter
13607,0.0,4157,240,318,0,0,twitter
1127,1.0,3498,962,339,1,0,twitter
5456,0.0,4021,187,267,1,0,twitter
14298,0.0,172,160,430,1,0,twitter
40,0.0,22,15,19,0,1,twitter
173,0.0,25,15,19,0,1,twitter
94,0.0,16,0,28,0,1,twitter
23173,0.0,2631,229,216,1,0,twitter
49579,0.0,4159,977,290,1,0,twitter
45717,0.0,158,1539,139,0,0,twitter
116,0.0,17,2,7,0,1,twitter
8620,0.0,3222,1104,282,1,0,twitter
168,0.0,9,13,10,1,1,twitter
100,0.0,2,2,32,0,1,twitter
6720,0.0,125,1282,491,1,0,twitter
15355,0.0,4427,1742,497,1,0,twitter
23,0.0,25,1,15,0,1,twitter
14115,1.0,960,49,107,1,0,twitter
121,0.0,24,9,3,0,1,twitter
23555,0.0,2837,1954,346,0,0,twitter
7358,0.0,3685,357,110,1,0,twitter
27969,0.0,4121,1991,400,1,0,twitter
44,0.0,16,16,37,0,1,twitter
27473,0.0,2365,483,488,0,0,twitter
18491,0.0,4524,1917,493,1,0,twitter
142,0.0,11,7,11,0,1,twitter
33524,0.0,845,1364,167,1,0,twitter
36894,0.0,2753,319,430,1,0,twitter
22284,0.0,4461,1535,100,1,0,twitter
42603,0.0,2982,510,476,1,0,twitter
56,0.0,15,13,18,0,1,twitter
47,0.0,8,11,27,0,1,twitter
188,0.0,9,7,6,0,1,twitter
59,0.0,10,13,6,0,1,twitter
37227,0.0,1941,701,489,0,0,twitter
13858,0.0,4182,1350,476,1,0,twitter
2,0.0,24,7,11,0,1,twitter
11,0.0,0,14,21,0,1,twitter
30,0.0,1,2,16,0,1,twitter
77,0.0,21,7,7,0,1,twitter
23618,1.0,1371,1537,149,1,0,twitter
35074,0.0,2204,42,487,1,0,twitter
36803,1.0,1125,1267,335,1,0,twitter
18002,0.0,2468,1205,126,1,0,twitter
48158,1.0,2172,120,413,1,0,twitter
38232,0.0,3433,824,256,1,0,twitter
33553,0.0,3921,1967,283,0,0,twitter
5,0.0,9,9,4,0,1,twitter
31501,1.0,4452,1692,152,1,0,twitter
39,0.0,11,7,38,0,1,twitter
21637,1.0,4755,1561,426,1,0,twitter
3,0.0,1,17,26,0,1,twitter
47834,0.0,1243,1046,485,1,0,twitter
105,0.0,17,11,25,0,1,twitter
9617,0.0,4917,1208,198,1,0,twitter
21342,0.0,3240,1707,406,1,0,twitter
29538,1.0,218,592,399,1,0,twitter
18812,1.0,520,1710,466,1,0,twitter
41,0.0,13,10,2,0,1,twitter
131,0.0,24,6,14,0,1,twitter
39497,1.0,4548,39,384,1,0,twitter
3080,0.0,4289,1992,83,1,0,twitter
135,0.0,21,16,26,1,1,twitter
44376,0.0,3512,919,419,0,0,twitter
43671,0.0,1133,1095,419,0,0,twitter
14101,0.0,2698,113,447,1,0,twitter
169,0.0,3,9,13,1,1,twitter
111,0.0,7,10,13,0,1,twitter
6150,1.0,3601,88,117,0,0,twitter
6399,0.0,1654,288,257,1,0,twitter
90,0.0,26,12,13,0,1,twitter
13484,0.0,1583,1974,390,1,0,twitter
19238,1.0,1073,893,97,1,0,twitter
142,0.0,5,2,13,0,1,twitter
35644,1.0,158,657,290,1,0,twitter
8,0.0,14,15,20,0,1,twitter
47156,0.0,3835,524,147,0,0,twitter
7713,1.0,250,1328,135,1,0,twitter
74,0.0,10,1,5,0,1,twitter
2343,1.0,2206,1819,197,1,0,twitter
9,0.0,22,13,4,0,1,twitter
30903,0.0,2549,1329,176,1,0,twitter
3263,0.0,1870,1600,493,1,0,twitter
44829,0.0,3149,732,260,1,0,twitter
8,0.0,0,19,7,1,1,twitter
28,0.0,0,7,15,0,1,twitter
40416,1.0,3384,96,401,1,0,twitter
40,0.0,15,10,27,0,1,twitter
35411,0.0,3455,1429,265,0,0,twitter
188,0.0,24,1,26,0,1,twitter
30732,0.0,3807,1453,137,1,0,twitter
23,0.0,17,6,31,0,1,twitter
39378,0.0,1265,1076,216,0,0,twitter
1397,0.0,1277,423,277,0,0,twitter
92,0.0,14,16,6,1,1,twitter
10772,0.0,3112,1031,386,1,0,twitter
13967,1.0,4745,305,203,1,0,twitter
17833,0.0,4946,1952,164,1,0,twitter
169,0.0,13,11,17,0,1,twitter
83,0.0,0,8,5,1,1,twitter
85,0.0,14,17,9,0,1,twitter
51,0.0,18,8,27,1,1,twitter
119,0.0,9,18,18,0,1,twitter
53,0.0,27,16,10,0,1,twitter
22427,1.0,1206,1913,407,1,0,twitter
78,0.0,29,9,21,1,1,twitter
49959,1.0,4890,1465,169,1,0,twitter
18674,0.0,4605,351,98,1,0,twitter
13222,1.0,2415,1813,189,1,0,twitter
35122,1.0,4837,283,336,1,0,twitter
41097,0.0,3810,221,313,1,0,twitter
5579,0.0,1549,494,105,1,0,twitter
36343,1.0,2190,1822,322,1,0,twitter
58,0.0,25,13,37,0,1,twitter
14294,1.0,1219,1628,450,0,0,twitter
186,0.0,27,11,33,1,1,twitter
126,0.0,0,1,11,0,1,twitter
37999,0.0,1818,117,462,1,0,twitter
152,0.0,18,14,22,0,1,twitter
21122,0.0,3850,992,400,1,0,twitter
163,0.0,23,18,25,0,1,twitter
24835,0.0,3408,1460,282,0,0,twitter
48499,0.0,4185,340,342,1,0,twitter
16279,0.0,2959,496,329,0,0,twitter
30651,0.0,3380,643,150,1,0,twitter
179,0.0,4,11,24,0,1,twitter
29105,0.0,4659,1785,123,1,0,twitter
68,0.0,10,18,33,0,1,twitter
178,0.0,14,13,22,1,1,twitter
143,0.0,22,1,23,1,1,twitter
49232,0.0,380,652,196,0,0,twitter
114,0.0,24,12,28,0,1,twitter
80,0.0,28,9,32,0,1,twitter
24,0.0,25,19,11,0,1,twitter
124,0.0,14,7,1,0,1,twitter
68,0.0,2,0,3,0,1,twitter
99,0.0,13,6,34,0,1,twitter
29618,0.0,2605,1629,403,1,0,twitter
7588,0.0,1390,1384,321,1,0,twitter
25468,1.0,1885,1198,483,1,0,twitter
55,0.0,21,11,10,0,1,twitter
8541,0.0,3209,485,127,1,0,twitter
54,0.0,14,5,31,0,1,twitter
32958,1.0,3070,522,469,1,0,twitter
174,0.0,17,8,12,1,1,twitter
23240,0.0,3092,849,467,1,0,twitter
